_Kotori_,533088832
_KRIBLA_,544725996
_Krtek_Cz_,541393187
_Kubu,506737917
_kucyk_,537393242
_Kunigs_,535692161
_KurtKnispel_,523916089
_KutangPang_,-1
_KyloRe,-1
_Lancerek_,540954891
_Lawist_,505797242
_le_minio,-1
_legende,503321743
_Legionnaire,541999650
_Leopold_,518555761
_LIBERTE_,504196213
_Linkoln_,-1
_Loga,-1
_LordTR,519886671
_low_HP_,551981540
_LuckyPunch,514639599
_Lukas_90,532862882
_LUL_,541013921
_LynyrdSkynyrd__,543060938
_M0_,505346599
_M3rc3naRY_,537024038
_MADE_IN_RUSSIA_,505921452
_majo_,514918892
_Marcin_92PL,531570770
_Mati_2k,533687009
_MauseR_,525657932
_Mavi_,508844085
_Maximus_PL_,507990909
_Mc_Cafe_,539464780
_Mc_Lovi,-1
_mcj_,502090423
_Merlo_,505334076
_MI_MI_MI_MI_,-1
_MIMI_,515466260
_MIRO,503606630
_MiS_MEKINJAS_,528604323
_MISIEK_18,548417385
_MitKommenSaufen_,-1
_Monsieur_Max_,535708810
_morani_,-1
_Morfeo,518797734
_Morges_,543208622
_Mossberg_,518000600
_Mr_GAMMA_,542586447
_mr_Murderer_,541894674
_Mustango_,524432693
_n0n4m3_,501442976
_N0need_,530474997
_N0strum_,513524563
_N0Thing2LOSE_,-1
_NerON_,516604274
_neurotransmitter_,502348885
_Nevex_,504411868
_Nextueur_,531540679
_NightmareHUN_,527027690
_NightProwler,501270673
_NINJA_MIKI_,538701987
_Nix,516708753
_noup_,509800792
_o5z5_,504249503
_O_M_F_G_,541364718
_Omnadrenowy_Rycerz_,539983626
_one_man_army_,504282026
_OneManShow_,504027049
_Ophidian_,-1
_owned,521682117
_P3TROVITCH_,507714452
_pakleni_,537720219
_Pakos,527641422
_PanAu_,516904460
_pantheon_,504323899
_Panza_,509089153
_paproch_,526033230
_Paranoya_,550801807
_PERSEFONA_,530898215
_Phanton_,507705776
_PiepDieWep__,530613257
_Pink_Fluffy,-1
_Pink_Panther_,523985227
_POCOK_,513382769
_potyka_,527638730
_PreXx_,546666473
_Primo_,501636774
_Prince_Of_Wales_,500875243
_Prodigalson_,510953287
_PROTECTOR_007_,517917866
_prouky_,506366440
_Pusher__,547010639
_Pusztito_HUN_,533786128
_PX,538981416
_PzKpfw_TigeR_,501475145
_Qj,544314706
_R0niN,500301633
_R_O_K_I_,506419595
_Rampage_1664,518815316
_Ran_,501297208
_Re_,527008028
_RedDog_,521328649
_ReFix_,537741994
_Reinholzen_Gernhard_,514753985
_ReVentoN_,-1
_Rianon_,530415190
_Rock_in_Roll,545871866
_Roman_GoldNoob_,509924939
_Rs8,523561539
_RUZGAR,549239871
_RVR,-1
_S_ZYMON_27,-1
_SadaComeOlsun_,515139013
_saladin_,503610655
_Santaver_,545573136
_Savage_Wolf_,537221244
_ScarFace18_,501780373
_Sebax_,535084070
_Sector,537114577
_SES_,535671737
_Shak,502477426
_Shell_Stream_,543370416
_ShTiRlicA_,528029079
_sHun_,540674760
_SilentWolf_,-1
_Skec,515369095
_skeptic_,510785220
_Skrabob_,-1
_Smy_,528880960
_SN0B_,519483243
_SniperLife_,542329994
_SOBRANIE_,504047205
_soim_,521551486
_SoldatHenkR_,524950533
_SoundOfSilence_,532022866
_Spackys_,524026029
_spartanac_1,529094093
_SpecialOne_,534187202
_Stakan_78,544346704
_Stet_Pedder,528362336
_Stockholm_,545413176
_STON_,500355567
_stop__war,533378985
_Stoperan_,523193073
_StunGun_,533171035
_Surubelul_,508695889
_sweeny_,501442736
_SWISS_,-1
_Szazados_,518776335
_Szwarcu_,500933563
_T95E2_account,528802022
_T__D_,519686326
_T_E_N_K_I_S_T_A_,538593804
_Tango54Hun_,513622484
_Tank01,538256550
_Tank_Deluxe_,524711477
_TAPAK_,525345165
_Terberg_,525527390
_TerrorFuerst_,508682119
_The_GREY_,537376514
_The_Pheonix_,-1
_the_Priest_,500888337
_The_TAG_,548114478
_TheRipper007_,543482025
_TheRookie_,500191059
_TheUnbeatable_,529100097
_thomcio_,527655577
_TiddyMun_,500464532
_tinamu_,510239397
_Tozzi_,539726779
_Tr4cer_,-1
_Troll3iik_,529326180
_trybownik_,523721097
_tsubasa_,543170161
_Ukraine,526879589
_v14d_,502132828
_valpl_,-1
_Vernon_,-1
_VIHOR_,-1
_vis_,500757407
_VitezRedaZmaja,501665304
_VK_31_,511582580
_Vo_H_oV_,-1
_Vollkaufmann_,518392902
_VolltreffeR_,506103529
_Voolin_,523276979
_w1ck3d_,525158130
_W4MP1R__,548707070
_Wallhackx,528658654
_WARBIRD_,504199807
_Warrior_Soul_,506055894
_wexom55_,511861907
_wilczyca_,-1
_wind_PS,547611564
_Winger,551240196
_Wolf_Arrow,524001536
_XiM,519921227
_xt_,500016508
_XX_VIKING_XX_,524589418
_xZodiaK,509632805
_Yamroz_,553536707
_Z3,513492822
_zabos_,533212354
_ZABTRAK_,546825340
_ZakOdaC_,504790842
_ZatZat_,529107394
_Zole_,531418054
_Zosh_,500070845
A15_Sn1p3r00,507161466
A5gard,501772180
A6R3550R,509628262
A907,530646759
a9894,535429549
A_Carlos1965,502907424
A_GIO_Rob,500170722
A_L_V_A_R_O_PL,514250104
A_Proud_Brony,534262724
AAA_XXX,536783132
Aad55,518933170
aadko1,523922272
aakosh,523316406
AALine,500799438
aaron2411,501104855
abam1,-1
Abathie,-1
Abbuzze0,526964810
ABC_Z,535529364
abdaarma,504204851
Abdullinshot,523057781
abert_Orto,-1
About_30_Elite_Ninjas,-1
abracadabra57,510206621
abrafaxe,504815170
abrakadabror,-1
Abro,500258473
AbRReK,507774111
Abs0l,-1
abzero,500479325
AcaFaca72,522437253
Accidental_G3n1us,531854842
Ace_Of_Angels,501060348
ACEcaro,-1
Acejar,502714093
Achtung94,501797179
AcoJerinic,504770743
acostel,-1
acsenlt,-1
Actioninside,546966088
Ad3k_1983,509046818
ad_yy,-1
ADA123_defender,535696840
adaKrieger,500305631
Adam221111,521528981
Adamejro81,506926444
Adamm30,501305731
adamm573,-1
adamm9,-1
adammalbork,-1
adampl27,-1
adamus_743,-1
adasiowyadas,-1
addyi,-1
adek92,-1
adi12231,-1
adi261526,-1
adi77,-1
ADIC3Q,-1
adomema,-1
Adrian1522,-1
adrian_rulers,-1
adrianek2003,-1
adrianmiu,-1
AdrianRR,-1
adsoDe_melk,-1
Adunia2323,-1
adusvigge,-1
ady_regizorul,-1
Adyy,-1
aedy,-1
Aegon_VI_Targarye,-1
Aelethia,-1
AeonsHate,-1
afilipov78,-1
AForceGamer,-1
AFRICA_KORPS_27,-1
Afris,-1
afterhours,-1
AG38,-1
AgainYou,-1
Agaise,-1
AgamemnonUK,-1
Agares_76,-1
AGBABA_,-1
Age_uod_gis,-1
agent_Marcel_008,-1
Aggregat_4,-1
AggressivePainKiller,-1
Agleh,-1
Aglohae,-1
AgonyandEcstasy,-1
AgraelPL,-1
Agreaas,-1
AGREGAT_89,-1
agresif_,-1
AgronomCZ,-1
Aguiro,-1
ahmedgold,-1
ahojekk,-1
AHTOMIRADI,-1
Ai,-1
AIive,-1
Aikio36,-1
AIMON2,-1
air_asla,-1
airontanks,-1
airwen84,-1
Ajek45,-1
ajifcc,-1
ajsek77,-1
Aka_Fr,-1
Aka_Fuka_Ja_Neviem_Uz,-1
akaFuel,-1
AKATALIPTOS,-1
AKELA777,-1
AkGaetan18,-1
AkifAko,-1
akill01,-1
akiskar,-1
akk70,-1
AkLiPnHgA,-1
al1979,-1
AL2O3,-1
AL_EU,544206506
AL_I_B_I_,552461261
alabas67,-1
Alaex1977,-1
Alag30,-1
alain1954,-1
Alaroy,-1
alattomosvagyok,-1
Albatros_panzer,-1
alberiscotte,-1
Albert_Tankstei,-1
alberto701,-1
AlbinoBorsti,-1
alcnarsla,-1
aldin2908,-1
aldin9797,-1
aldinvajza_89,-1
AldoSsb,-1
Aldramelech,-1
aleck1983,-1
aleks442,-1
Aleksandar73,-1
Aleksey_K,-1
Aleksey_Spb,-1
aleksot,508083604
alex07_PV,526247032
Alex152,501825412
alex3354,528845230
alex7733,-1
Alex9222,501808560
alex_10_sniper,529400617
alexander76,500295415
Alexander_TheGreat,511921499
Alexandros68,506468149
alexdev94,-1
Alexej119,502189723
alexevo09,511665222
AlexIronhand,505952371
Alexis_27,510387477
alexisdu1513,521940146
AlexKon007,544196732
Alexlegra,-1
alexvaio,508917064
AlexWolf28,507141148
alexwolf77,529901264
alexxdj56,515576347
alexxsu,517055090
alfa27,502421589
AlferezDeHierro,502928098
Alfiander,501000352
alfred_NOOBel,527187250
alfredzlasu,502210936
ALI136,538796271
aliant28,503574097
alias123_fighter,516409991
Aliati_1945,537750012
Alien_2,506282218
Alienfurtif,501905003
aligimemy,508401733
ALIGISTOS,532202577
alijoh,-1
Alikas13,515017319
Alinoi,509713799
ALIREZA9898,-1
alive85,-1
AlkaansLV,505311740
AlkalinCZ,507062770
alkoholix12,526228048
all_out_of_bubblegum_,541780194
All_Turret_No_Brain_DK,-1
AllaAloha,522922712
alladyn2,519603495
AllanNielsen0202,504780798
allawi0,505269029
Alles_Schnick_Schnack,-1
allnex,527921063
almazidis4,-1
Almirante_Cervera,502144346
Aloshak1976,500308284
AlpaKillKilla,505164439
alpha_137,527080804
Alpha_Treize,511618025
Alphabear007,-1
Alphagu,-1
AlphaK3vi,-1
alphalight46,525911696
AlphaLio,-1
Alphamomentum,-1
AlphaOP,-1
ALSANCAK_35,523770644
altarian34,503002782
alternativ_pharmacist,506104986
Altersausack,500989175
alvinpl,500926461
alwers1,503511272
AlwinnxP,527907350
Ama,505167907
amadeustt7272,506709211
Amadoro,526948040
AmaR66,503020440
amaras99,510883446
Amaz0nka,551217834
AMAZONA__GR,513305293
amberdod38,502403377
Amc00l,505078086
AmebousCamperous,502595191
Ameli1_cz,523719718
Amelka_,-1
American_Boy_2017,548260568
AmericanoCZ,534948004
amigo___82,549828414
amilushev,509161500
AMMB,504933405
amonRa1986,501477199
AmowilaZeMa18,503690877
AMX108712,506743518
ana_portugal,514899661
anacodayiannis,516987712
Anakronos,510360445
anaptiras,515185160
anathema26,507691924
ANATOLY_42,550919481
Anaxandros,506929042
anbuUN,502023382
Andersch,516925100
Andi2001_destroyer,516872845
andikrumi,534152584
Andras0011,516807924
andrasbajnok,527493881
Andre42_iro,-1
andre_metal,544912720
andreas805,511141252
andrei_alik,509135409
andrei_gunner_4_sniper,538979756
AndreiJipa11,-1
andreiON11,526106096
andrejeanruffier,518339507
Andrew1138,500089478
Andrew1891,521826775
andromeda_57,529227264
andrushka7777,533019211
andrzej1090,503630721
ANDRZEJ67,501236818
andrzejek21,504428577
andrzejtg77,506745600
Andy72,500314844
Andy_739,523737016
andz76,508195877
anemozali,540545150
anetos21,509344250
angel1012,513332889
Angel_CMEPTU_77,522217947
angeldeat1976,526550472
Angelosiks,500258101
AngelTheBest,512514977
AngelusMortisITA,515763607
AngelWithTheShotgu,-1
anger_cz,-1
Angry_Ginger_Kid,545264218
Angryjampanize,512392966
Angryspider,500069555
Aniki_the_Poukie,524544717
Animaxxa,528733322
Anjelooooo,543992317
anjo2c,-1
ankara0929,507097831
ankuho11,538752031
Anmatu,529595803
Ann1990,547217449
Annihilator80,502226196
Another__Unicum,516691385
Anssi68,507365887
Antar,501189790
ANTARTIS_1,531678747
AntiDepress,512876802
antisocial_koalA__xD,504517526
antoniopg1973,500450275
antonlavey1966,505617655
AnttiT78,521393667
Anubis1919,529499471
anubis_95,530697244
any_ela,-1
AnyTimeAnyWhere,502730695
Anzym_Bohatyrowicz,546220372
aodstorm,501958558
ap0kalypt0_2015,529101247
apac424,534370855
apache555,512235398
aparat73,512690636
apassinghobo,517264955
Ape421,526810275
ApexPre,502749242
aPoCaLiPSe_PT,504024820
aPoCoMiNiCk,508252344
Apokalypsa_2017,543533881
APOLLO_666,528686081
Appach,506140147
applundei,541116019
AppRoX2609,518885834
apsiputes,509900725
Aquilla,500236365
AR1980_1,528594856
Ar3sQL,511375381
Arachnax,504282813
Aragnok,534690120
Aragorth,503012340
aranda66,517851717
Arasx,511786488
arbnor999,504566306
Arcanixx,545207108
arch_abbado,-1
ARCHAON,500578622
archi7711,502080396
archiboldo2,-1
Archimedos,504969250
areczek2209,-1
areeba,502925298
arekr81,534264020
arekscorps714,522436573
Arekuruyoni,502181512
Areldor,500837336
Ares243,507911802
ares66,500509112
argal_,500051833
ArGeD_No1,534339400
Argyre_Planitia,533238769
Arhangelo28,509240654
arielekh,502938156
Arigato,500716962
Arila_Kuma,502800679
arkadio_morales,507967776
ArkhamCZ,521356602
arlen_sniper,532404261
Armageddo,506353379
ARMAGEDON1968,511981595
armagedonQ163,505856123
Armaggedon1989,545950531
ARMAkedonas_,509023634
armis47,544275184
armoton34_,517562514
armouredwarfare,534755133
Arms1978,527253893
ArmsOner,-1
Army71,501232982
Army_Tank,500636832
Arnold93,500792018
Aronek,500737438
arpi03,507601638
Arrial,546704675
Arsawin_CZE,527646433
Arsen1c,514705954
arseniereloaded,549548474
ARTAIOS,502083321
Arthesus,548759133
Arthvr,537957147
ArtieMarty,523992667
Artilerista_lu_Peste,510960667
artislav,532467432
ArtiWZL,516015502
Arturo29,507513258
Artykiller11,506210071
Artysta666_PL,546422032
Aruk,500066703
arxaios1908,509209653
as_kickerr,-1
Asay,513587479
asbd,-1
aschgiraffe,-1
Aseft7878,510311968
Asgardt,503837092
Ashaar,500535597
Asker7818,526416222
aslan2699,510311125
ASSASSIN373,524948640
Assassin_87,526026037
AssassinJJ,529680793
AssKicker213,513893908
AstacusSK,506089802
Astagure,507154551
AstonMartin666,509944253
Astralwach,-1
astur1x,527116750
AsusGaming_KILL,511309672
Aswfd_1,532187530
AT0MIC,500530836
atex69,506133123
ATIcink,508772429
atikow18,527416568
Atokensis,505708474
AtomAnti,500766831
atomkane,505592353
Atreyu_83,511550695
AtsuNii,503957702
Attila11251,510686447
Attila19940606,509711661
Attila5_1,520595620
Attila_God_,-1
Attila_HUN_2017,546970254
Attyla453,508483457
Atumchepre,514737318
Aty_PANZER,513179666
atzis58_,-1
audi30,518667719
Augurk,509628410
August8,501056997
AUGUSTINSerge,515318823
AuNordCetaitLesCorons,516948674
Aurimas_123,-1
auris234,518414860
aussa_mit_de_tuttl,-1
AUSTERLITZ34,538997330
AUSTInferno,510615258
Aut_andi585,517849863
AUTISTIC_BOY,501757724
autonomia1312,507500862
Autoremix,509870821
Avanturin_svk,-1
Aventador9220,515099632
avi781,544046868
AwakeningLegio,-1
AWB77,-1
AwesomeDroneVideos,530197164
AWRK,500316473
Awter,504916616
AWTF,-1
axel333,503700227
Axel_999,505207257
AXEN11,503560499
Axi0,512995324
Aykio,506700747
Azarath80,512924205
azazel_27,507917568
Azebar,520001481
Azibiot,509860917
Azog13,523974290
azona99,513544200
aztec_svk,518584951
azufo,506223826
Azurri,508303046
azyx,506769523
Azzaxtor,544502915
B0b_ThE_OrizOn_OwNeR,528261249
B0bbes,-1
B0bick,539945323
B0mZis,-1
B0re,500744937
b0unc3r,507038024
B1ACKY,525310229
b1zz4r3,501295191
B1zzo,-1
B3nder_,521637129
b3sti44,501683415
B4D_Ass,526532420
B4DNEWS,530797096
B4rg3,-1
B_L_I_T_Z_K_R_I_E_G,501065467
b_oOo_m,507328578
b_p_m,514020900
Ba5z6od,-1
baagi,500488906
Baart_k,536458387
BABA_KOYAR,-1
babagCZ,517477577
babarak_CZ,524821202
babatonka,509057084
babay2017,543955752
Babayorgun061,-1
BabbuiN,-1
Babby80,527712340
Babcia_Davisa,-1
babciu,500999359
babel333,508426447
babosow,-1
babsi18,502529638
BaconSushi,527972459
baczuj,500682286
Bad97,-1
bad_Black_Shark,-1
Bad_Day_Today,542523914
Bada_Booom87,528428949
Badass111,510008989
Baday,500348551
BadBlueGirl,545601811
badboy307,506663527
BadKarma23,527530156
Bagalo,501182639
Baguettehechsler,-1
Bahamut1979,512591777
Bai_e_coddadia,526637713
Baikonator,510742734
BaineX,525997338
Bajaz001,501409109
Bajer19,503529928
Bakii123,508778644
Baku7,509200179
BAL_PORSUGU,504214536
balcerek,501942540
balck_hammer,534833071
BalekTVHD,526820712
BalikBarrow,500944619
balintmelles,520744932
Balizu,548002336
BalkanGamer,515296565
balthazar901,-1
balu123,502832729
balu7602,533802808
Bam18,508286938
Bambam,-1
Bambi90,510528238
bambolero1,504559759
BamBooZli,-1
bambuka86,511077262
bamsy,510740550
Banan545,502991672
bananabiest,545555741
bananainpijama,526266772
Bananaso,-1
Bandit0018,518085508
bandit007_2013,516808498
Bandit667,514718761
bandit_82,518646535
bandita1130,518423839
Bandita66_HUN,527922524
banditbetyar,-1
Bane_79,546364091
bane_smrt,528620506
BaneBlade8,500287026
Banelord,500035833
Banero2011,501862817
banesmrt,504066356
Bangalor3,503449504
bannedaccount,532697771
Banshaggy,510774713
Bantario,500820273
bar0sanu,511092310
bar2fly,510603965
BarackObama_PL,534605732
Barackus_Obamus,502492120
barakzoltan1,-1
Baranima,-1
BarbaUrke,501830046
baremoro,500826021
barisfener,527538177
Barkas23,508343361
Barloww,518655370
barneyp1,519801601
baron_von_Kudrna,-1
Baron_von_Mumpel,506273112
Baroness,502805429
Barrack_Oba_Ma,-1
bart8,501634168
bart_simpso,-1
Bartas110,525170429
Bartez123,-1
Bartez123pl,-1
bartice514,525456880
bartosz99,501731347
Basalter,512057726
Basecontrol,-1
bashingman12,508611004
Bashteda,-1
Basilis_Hellas,518330975
basq,501067402
Basslor,538405639
bastek303,505907501
baster2k17,-1
Basti_1985Ndh,-1
basu77,508579008
batabumm,514645349
Batan_Darak,511598315
batandarak,502796827
BatanFanBoy,523961923
Batista27,509328571
batlom,508157806
Batonii_destroyer,514424778
Batou_,513365452
batshead,505638511
Battle_Buddy,540824585
BattleMaster666,506050374
BattleoftheBulke,505139963
Battletyphoo,-1
Battroid,505182078
batuhanoben123,-1
batusaju,-1
bAuM21,500192241
Bausifant,-1
Bavarian_Legio,-1
bax283,502135384
bay_jhonny,509667568
bayar_TiTAN,548275029
